target,tic_id,sector,sectors,tmag,ra_deg,dec_deg,camera,ccd,teff_k,stellar_radius_solar,distance_pc,luminosity_class,stellar_selection_tier,small_planet_merit,selection_rank
TIC 118058765,118058765,100,100,11.01,271.7427,-59.4451,4,4,5567.0,0.827126,169.643,DWARF,0,2.037143,752
TIC 358850609,358850609,100,100,12.14,151.6645,-22.8669,1,1,3759.0,0.549028,80.1912,DWARF,0,1.907189,753
TIC 347628756,347628756,100,100,9.78,169.2422,-16.6309,1,2,4729.0,0.881876,75.8741,DWARF,0,1.846815,754
TIC 287078599,287078599,100,100,8.58,166.4639,-16.2743,1,3,5963.0,1.25556,97.5366,DWARF,0,1.913675,755
TIC 36763034,36763034,100,100,11.27,155.1288,-11.7676,1,4,4525.0,0.694349,106.547,DWARF,0,1.937156,756
TIC 92237889,92237889,100,100,13.83,172.5361,-49.8749,2,1,3590.0,0.392605,109.089,DWARF,0,1.953912,757
TIC 134970785,134970785,100,100,13.38,184.3541,-39.5811,2,2,3462.0,0.390556,87.1818,DWARF,0,1.859367,758
TIC 142264088,142264088,100,100,12.58,180.6577,-33.478,2,3,3058.0,0.468499,63.2443,DWARF,0,1.857417,759
TIC 106260536,106260536,100,100,12.41,158.6426,-36.5965,2,4,4659.0,0.603335,165.259,DWARF,0,2.043117,760
TIC 245271960,245271960,100,100,13.64,199.24,-49.2948,3,1,3179.0,0.427909,94.6959,DWARF,0,1.990703,761
TIC 467920869,467920869,100,100,10.82,169.5245,-63.9392,3,2,4994.0,0.778991,112.707,DWARF,0,1.947065,762
TIC 412226318,412226318,100,100,12.32,180.7581,-69.0869,3,3,3419.0,0.602077,96.274,DWARF,0,2.023304,763
TIC 208211129,208211129,100,100,13.57,208.0713,-55.7813,3,4,3238.0,0.463602,103.779,DWARF,0,2.046291,764
TIC 257699927,257699927,100,100,10.15,220.4113,-67.8023,4,1,6097.0,1.18378,188.052,DWARF,0,2.176542,765
TIC 349504938,349504938,100,100,13.15,220.8221,-80.4377,4,2,3226.0,0.443732,82.8789,DWARF,0,1.924241,766
TIC 364110868,364110868,100,100,8.48,289.1964,-73.9217,4,3,5947.0,1.31344,96.9646,DWARF,0,1.93282,767
TIC 290993543,290993543,100,100,13.45,256.5434,-63.5225,4,4,3354.0,0.472683,,DWARF,0,2.03914,768
TIC 308934388,308934388,100,100,8.27,150.6342,-25.4648,1,1,6165.0,1.35383,96.5352,DWARF,0,1.917128,769
TIC 437258103,437258103,100,100,11.11,170.1574,-22.5497,1,2,4118.0,0.653744,74.1255,DWARF,0,1.852815,770
TIC 55063709,55063709,100,100,10.36,161.5781,-7.0211,1,3,3936.0,0.840207,60.7357,DWARF,0,1.920773,771
TIC 5483606,5483606,100,100,12.67,149.5646,-21.4624,1,4,3513.0,0.504291,87.8832,DWARF,0,1.939362,772
TIC 92995573,92995573,100,100,10.57,174.2421,-49.3933,2,1,5633.0,0.834179,142.38,DWARF,0,1.956519,773
TIC 248076694,248076694,100,100,9.7,193.0528,-43.8161,2,2,5799.0,0.92505,112.753,DWARF,0,1.87233,774
TIC 57719552,57719552,100,100,9.97,174.5069,-30.0292,2,3,5421.0,0.858814,105.317,DWARF,0,1.861798,775
TIC 48903471,48903471,100,100,11.16,163.4653,-34.7312,2,4,5122.0,0.812499,153.794,DWARF,0,2.051646,776
TIC 273459191,273459191,100,100,9.24,186.2285,-52.0045,3,1,6195.0,1.18556,129.426,DWARF,0,1.995847,777
TIC 311050929,311050929,100,100,10.36,185.6038,-60.205,3,2,5864.0,0.879822,143.651,DWARF,0,1.96079,778
TIC 281757097,281757097,100,100,13.77,186.2995,-67.3625,3,3,3081.0,0.433133,99.1345,DWARF,0,2.027243,779
TIC 412321059,412321059,100,100,9.05,214.5861,-56.8646,3,4,6387.0,1.31269,132.263,DWARF,0,2.046324,780
TIC 342147212,342147212,100,100,12.15,239.8017,-63.1617,4,1,5203.0,0.748761,224.644,DWARF,0,2.178686,781
TIC 402582102,402582102,100,100,9.7,222.9338,-73.4638,4,2,6087.0,0.994886,130.72,DWARF,0,1.935547,782
TIC 295167107,295167107,100,100,8.39,269.9292,-69.11,4,3,6428.0,1.34229,106.422,DWARF,0,1.933693,783
TIC 447598969,447598969,100,100,9.57,253.731,-64.8053,4,4,6184.0,1.15974,147.085,DWARF,0,2.042721,784
TIC 413302872,413302872,100,100,9.99,160.2468,-20.2446,1,1,5714.0,0.91606,125.411,DWARF,0,1.921848,785
TIC 219442820,219442820,100,100,13.85,172.4699,-22.7735,1,2,3258.0,0.351484,86.0283,DWARF,0,1.861811,786
TIC 56667018,56667018,100,100,12.16,158.9297,-10.8355,1,3,3403.0,0.578253,81.8174,DWARF,0,1.956236,787
TIC 385212996,385212996,100,100,11.33,154.5692,-13.6303,1,4,4196.0,0.700934,92.729,DWARF,0,1.957354,788
TIC 91531787,91531787,100,100,10.54,170.9378,-51.6446,2,1,5387.0,0.840295,130.823,DWARF,0,1.956864,789
TIC 461196559,461196559,100,100,8.97,181.3594,-40.8555,2,2,5821.0,1.10417,98.4114,DWARF,0,1.880072,790
TIC 181151122,181151122,100,100,9.82,174.0021,-36.5897,2,3,5815.0,0.897266,114.282,DWARF,0,1.869842,791
TIC 158405309,158405309,100,100,12.17,163.4703,-41.3677,2,4,4562.63,0.646597,151.597,DWARF,0,2.055267,792
TIC 429236863,429236863,100,100,12.35,184.0707,-50.9241,3,1,3350.0,0.585403,,DWARF,0,2.00491,793
TIC 332276046,332276046,100,100,11.23,179.7279,-52.9857,3,2,4665.0,0.721441,115.534,DWARF,0,1.962402,794
TIC 436783866,436783866,100,100,13.73,193.7815,-63.9437,3,3,3075.0,0.437231,98.3899,DWARF,0,2.027422,795
TIC 35001854,35001854,100,100,11.96,224.6977,-58.2732,3,4,3459.0,0.672817,92.2435,DWARF,0,2.047794,796
TIC 257699919,257699919,100,100,11.46,220.4155,-67.801,4,1,5199.0,0.878935,191.385,DWARF,0,2.179914,797
TIC 309803852,309803852,100,100,8.97,249.1345,-75.6012,4,2,4961.0,1.19832,78.7771,DWARF,0,1.951146,798
TIC 343885705,343885705,100,100,10.78,275.94,-73.7955,4,3,5278.0,0.776884,128.203,DWARF,0,1.936712,799
TIC 118058766,118058766,100,100,10.74,271.7399,-59.4445,4,4,5731.0,0.88868,169.811,DWARF,0,2.045491,800
TIC 71250578,71250578,100,100,12.21,154.3474,-30.6727,1,1,3502.0,0.553459,54.3728,DWARF,0,1.928171,801
TIC 219438776,219438776,100,100,13.7,172.2325,-18.8694,1,2,3223.0,0.365147,104.587555,DWARF,0,1.864935,802
TIC 143068297,143068297,100,100,12.4,168.2028,-7.3376,1,3,3660.0,0.548795,93.9243,DWARF,0,1.95882,803
TIC 875735564,875735564,100,100,12.97,156.2721,-20.1385,1,4,3809.0,0.483574,106.328,DWARF,0,1.962926,804
TIC 162585265,162585265,100,100,9.3,170.3404,-47.601,2,1,4533.0,1.12186,70.5785,DWARF,0,1.959877,805
TIC 73228647,73228647,100,100,9.46,190.0365,-44.3121,2,2,5768.0,0.986649,106.307,DWARF,0,1.880325,806
TIC 152569268,152569268,100,100,9.95,172.3781,-40.6092,2,3,4160.1,0.874219,57.7451,DWARF,0,1.87324,807
TIC 146717420,146717420,100,100,11.45,160.1019,-44.2333,2,4,5020.0,0.763653,156.065,DWARF,0,2.055792,808
TIC 399020708,399020708,100,100,13.33,198.3799,-53.2478,3,1,3010.0,0.467841,85.5806,DWARF,0,2.006197,809
TIC 307544124,307544124,100,100,10.22,179.9776,-65.7997,3,2,5876.0,0.917809,139.267,DWARF,0,1.969505,810
TIC 327018071,327018071,100,100,13.39,188.9875,-68.3004,3,3,3231.0,0.474246,,DWARF,0,2.030007,811
TIC 312590891,312590891,100,100,9.45,201.684,-62.3766,3,4,5803.0,1.20874,131.044,DWARF,0,2.054666,812
TIC 426895536,426895536,100,100,12.3,236.8842,-69.3892,4,1,4157.0,0.725153,143.94,DWARF,0,2.180859,813
TIC 402970130,402970130,100,100,9.23,226.3672,-74.5279,4,2,6375.0,1.14574,130.561,DWARF,0,1.964172,814
TIC 301953718,301953718,100,100,11.95,259.7408,-71.8723,4,3,4645.69,0.597614,136.202,DWARF,0,1.942842,815
TIC 74741564,74741564,100,100,10.83,265.801,-57.3213,4,4,5251.0,0.87931,148.596,DWARF,0,2.054284,816
TIC 363382819,363382819,100,100,11.04,164.054,-28.4047,1,1,5543.0,0.736443,154.28,DWARF,0,1.942278,817
TIC 5531392,5531392,100,100,11.01,163.4859,-23.5435,1,2,3717.0,0.68889,71.5016,DWARF,0,1.8783,818
TIC 143068296,143068296,100,100,12.06,168.1992,-7.3364,1,3,3787.0,0.595015,93.526,DWARF,0,1.961056,819
TIC 36734222,36734222,100,100,11.12,154.9081,-9.8066,1,4,4124.0,0.757649,86.7467,DWARF,0,1.982936,820
TIC 450931870,450931870,100,100,9.15,169.8866,-54.1654,2,1,6373.0,1.16358,128.447,DWARF,0,1.961592,821
TIC 181112829,181112829,100,100,10.96,173.8524,-41.5659,2,2,4115.0,0.70403,70.1679,DWARF,0,1.887182,822
TIC 454051100,454051100,100,100,13.79,176.1258,-38.3428,2,3,3171.0,0.366458,83.7318,DWARF,0,1.886048,823
TIC 147344913,147344913,100,100,11.59,162.8389,-42.1124,2,4,5068.0,0.747901,165.955,DWARF,0,2.065688,824
TIC 405856181,405856181,100,100,13.23,192.7096,-54.2235,3,1,3220.0,0.479093,94.1302,DWARF,0,2.00684,825
TIC 304135688,304135688,100,100,11.52,164.7767,-57.5243,3,2,3886.0,0.682494,92.6457,DWARF,0,1.972198,826
TIC 312575761,312575761,100,100,13.72,182.6146,-66.0662,3,3,3088.0,0.439653,102.0,DWARF,0,2.03022,827
TIC 407836570,407836570,100,100,13.6,213.3097,-57.0869,3,4,3134.0,0.470744,105.706,DWARF,0,2.06557,828
TIC 363085032,363085032,100,100,11.59,248.0236,-68.8309,4,1,5486.2,0.855813,225.864,DWARF,0,2.182758,829
TIC 1003732137,1003732137,100,100,11.44,214.5821,-76.9841,4,2,4375.0,0.690954,104.179,DWARF,0,1.966898,830
TIC 382248311,382248311,100,100,12.5,286.5629,-68.577,4,3,3008.0,0.530243,70.0481,DWARF,0,1.94895,831
TIC 380594384,380594384,100,100,13.59,268.9022,-65.1529,4,4,3517.0,0.467215,122.059,DWARF,0,2.057034,832
TIC 168067848,168067848,100,100,9.11,152.5082,-29.0583,1,1,5028.0,1.15204,83.0305,DWARF,0,1.944935,833
TIC 410393041,410393041,100,100,9.51,166.5046,-19.0828,1,2,5443.0,0.981326,99.6808,DWARF,0,1.885627,834
TIC 413373047,413373047,100,100,9.69,160.9916,-18.8636,1,3,5986.6,1.02825,132.66,DWARF,0,1.962197,835
TIC 26077428,26077428,100,100,8.35,151.373,-10.4701,1,4,6415.0,1.46142,114.326,DWARF,0,1.99955,836
TIC 162262894,162262894,100,100,12.1,169.0055,-45.4999,2,1,4383.0,0.591069,120.73,DWARF,0,1.963276,837
TIC 62066360,62066360,100,100,13.68,178.3928,-44.1972,2,2,3390.0,0.376887,92.502,DWARF,0,1.888422,838
TIC 157259346,157259346,100,100,9.08,176.4911,-33.8363,2,3,6298.0,1.08575,113.101,DWARF,0,1.88746,839
TIC 146941952,146941952,100,100,9.36,161.2876,-42.7632,2,4,6437.0,1.25626,154.211,DWARF,0,2.070159,840
TIC 401181197,401181197,100,100,9.0,186.0988,-55.8803,3,1,6187.0,1.26983,122.157,DWARF,0,2.007491,841
TIC 268539933,268539933,100,100,10.76,176.993,-56.2748,3,2,5395.0,0.81468,139.838,DWARF,0,1.973974,842
TIC 343245877,343245877,100,100,12.16,205.8607,-69.7372,3,3,3550.0,0.63421,98.4946,DWARF,0,2.036466,843
TIC 241690688,241690688,100,100,11.73,208.0871,-53.8208,3,4,5019.0,0.725889,163.047,DWARF,0,2.06774,844
TIC 447008590,447008590,100,100,11.27,233.672,-69.6383,4,1,5443.0,0.922497,205.907,DWARF,0,2.18393,845
TIC 401562280,401562280,100,100,11.26,215.473,-77.4301,4,2,4945.0,0.723538,132.33,DWARF,0,1.970923,846
TIC 376717921,376717921,100,100,11.28,293.2027,-71.1086,4,3,4172.0,0.702837,89.3944,DWARF,0,1.949709,847
TIC 301247295,301247295,100,100,9.51,255.0888,-69.563,4,4,5933.0,1.19692,120.657,DWARF,0,2.05813,848
TIC 874278066,874278066,100,100,10.89,154.1883,-31.1449,1,1,4967.0,0.778769,121.934,DWARF,0,1.960817,849
TIC 452698891,452698891,100,100,11.2,172.0132,-24.9082,1,2,4527.83,0.672768,101.142,DWARF,0,1.895731,850
TIC 53189262,53189262,100,100,8.46,166.5031,-5.3814,1,3,6163.0,1.37915,105.111,DWARF,0,1.971223,851
TIC 396794190,396794190,100,100,11.9,147.5055,-15.1921,1,4,3582.0,0.656509,89.8828,DWARF,0,2.014481,852
TIC 71733814,71733814,100,100,11.56,166.4966,-44.8707,2,1,4569.0,0.673059,118.455,DWARF,0,1.968106,853
TIC 454016233,454016233,100,100,9.61,175.2946,-41.822,2,2,6036.0,0.968907,120.798,DWARF,0,1.894564,854
TIC 448641601,448641601,100,100,12.48,177.4493,-32.3927,2,3,3830.0,0.496928,88.9567,DWARF,0,1.888587,855
TIC 158379020,158379020,100,100,10.58,163.3514,-38.7612,2,4,5623.0,0.953182,162.398,DWARF,0,2.074352,856
TIC 253374215,253374215,100,100,9.37,196.3237,-57.9711,3,1,6076.0,1.17481,130.166,DWARF,0,2.013935,857
TIC 467779161,467779161,100,100,12.02,169.2821,-63.2996,3,2,3982.0,0.609895,96.8557,DWARF,0,1.97451,858
TIC 448086723,448086723,100,100,10.38,208.0728,-67.5472,3,3,4545.0,0.960829,99.9266,DWARF,0,2.041292,859
TIC 381072867,381072867,100,100,13.28,207.3424,-64.0102,3,4,3180.0,0.508456,103.085,DWARF,0,2.068507,860
TIC 424832980,424832980,100,100,12.78,237.013,-60.1068,4,1,4035.0,0.652992,155.241,DWARF,0,2.185816,861
TIC 396538707,396538707,100,100,9.99,213.5468,-77.3397,4,2,5933.0,0.97828,140.492,DWARF,0,1.978926,862
TIC 304690618,304690618,100,100,10.18,278.0286,-67.6646,4,3,5564.0,0.907088,127.16,DWARF,0,1.951299,863
TIC 447483228,447483228,100,100,11.84,252.857,-64.2439,4,4,4587.0,0.703012,141.604,DWARF,0,2.061925,864
TIC 188046331,188046331,100,100,8.54,161.0236,-25.3797,1,1,5786.7,1.34667,95.4281,DWARF,0,1.966522,865
TIC 452698862,452698862,100,100,10.67,172.0473,-24.9815,1,2,4793.0,0.771465,101.737,DWARF,0,1.908632,866
TIC 55100435,55100435,100,100,11.24,162.0579,-9.459,1,3,4289.0,0.737625,99.3151,DWARF,0,1.983671,867
TIC 36763033,36763033,100,100,12.16,155.1274,-11.7681,1,4,3999.0,0.633252,107.608,DWARF,0,2.035153,868
TIC 178653947,178653947,100,100,10.18,165.8606,-46.6342,2,1,5839.0,0.92863,142.835,DWARF,0,1.971685,869
TIC 275543479,275543479,100,100,13.96,178.9545,-43.053,2,2,3231.0,0.361589,92.6554,DWARF,0,1.90843,870
TIC 448641600,448641600,100,100,12.79,177.4489,-32.394,2,3,3628.0,0.471147,89.4574,DWARF,0,1.904313,871
TIC 151860832,151860832,100,100,10.5,168.219,-41.7714,2,4,5704.0,0.975602,164.151,DWARF,0,2.078545,872
TIC 245430397,245430397,100,100,13.17,200.1919,-48.8494,3,1,3467.0,0.489898,104.162,DWARF,0,2.014211,873
TIC 405386564,405386564,100,100,11.08,184.1952,-56.5979,3,2,5279.0,0.759678,142.371,DWARF,0,1.977259,874
TIC 335370623,335370623,100,100,13.55,194.5723,-69.1061,3,3,3016.0,0.464263,93.9646,DWARF,0,2.043528,875
TIC 320441604,320441604,100,100,12.78,205.2672,-63.4594,3,4,3301.0,0.571894,101.501,DWARF,0,2.070631,876
TIC 447095450,447095450,100,100,13.9,238.8446,-67.7818,4,1,3791.0,0.504836,175.055,DWARF,0,2.186301,877
TIC 396538712,396538712,100,100,10.12,213.5411,-77.3424,4,2,5846.0,0.961297,142.593,DWARF,0,1.989715,878
TIC 467965965,467965965,100,100,12.15,284.8281,-70.6383,4,3,3895.0,0.583341,99.7132,DWARF,0,1.961845,879
TIC 360401073,360401073,100,100,13.82,262.4347,-59.9414,4,4,3541.0,0.44754,129.927,DWARF,0,2.065664,880
TIC 193194166,193194166,100,100,10.2,157.5059,-24.1038,1,1,5601.0,0.94491,136.941,DWARF,0,1.990781,881
TIC 437263458,437263458,100,100,11.69,173.5646,-19.9088,1,2,3559.0,0.611364,76.5689,DWARF,0,1.9106,882
TIC 287045523,287045523,100,100,9.56,159.5822,-7.069,1,3,5913.0,1.12158,130.125,DWARF,0,2.011661,883
TIC 434479001,434479001,100,100,12.23,156.2713,-20.1389,1,4,3986.0,0.629455,109.786,DWARF,0,2.043929,884
TIC 120298397,120298397,100,100,10.62,162.9972,-48.0522,2,1,4788.2,0.841614,105.329,DWARF,0,1.974226,885
TIC 73304877,73304877,100,100,10.68,190.3174,-46.4614,2,2,5170.0,0.77856,119.556,DWARF,0,1.918584,886
TIC 57186546,57186546,100,100,11.14,170.634,-31.0739,2,3,3988.0,0.694156,73.929,DWARF,0,1.910914,887
TIC 147282859,147282859,100,100,10.87,162.7586,-43.3316,2,4,5667.0,0.902662,173.727,DWARF,0,2.08505,888
TIC 89627909,89627909,100,100,13.92,204.0482,-54.3284,3,1,3131.0,0.412373,102.35,DWARF,0,2.01458,889
TIC 451670151,451670151,100,100,11.63,172.251,-56.7897,3,2,4068.0,0.673782,94.2386,DWARF,0,1.983039,890
TIC 312433052,312433052,100,100,10.76,182.4394,-67.2858,3,3,5603.0,0.883865,161.183,DWARF,0,2.044772,891
TIC 443147965,443147965,100,100,12.44,199.0129,-60.0199,3,4,3386.0,0.622371,101.52,DWARF,0,2.076099,892
TIC 342147222,342147222,100,100,11.46,239.806,-63.1625,4,1,5607.0,0.890951,224.188,DWARF,0,2.191708,893
TIC 384604627,384604627,100,100,13.2,254.7344,-80.7612,4,2,3556.0,0.485159,109.34,DWARF,0,2.011768,894
TIC 311529313,311529313,100,100,8.9,259.6085,-72.6828,4,3,6425.0,1.24686,124.893,DWARF,0,1.971635,895
TIC 74991119,74991119,100,100,12.7,266.0742,-58.7227,4,4,4740.2,0.581712,193.849,DWARF,0,2.069416,896
TIC 319325671,319325671,100,100,12.03,151.7801,-23.8172,1,1,3629.0,0.62504,91.7106,DWARF,0,1.997816,897
TIC 429304876,429304876,100,100,9.22,167.8851,-22.0729,1,2,5085.0,1.08433,83.1548,DWARF,0,1.914323,898
TIC 55149372,55149372,100,100,10.91,162.7296,-7.2065,1,3,4441.34,0.844955,104.048,DWARF,0,2.035667,899
TIC 26077430,26077430,100,100,12.62,151.3779,-10.4643,1,4,3590.0,0.580853,111.472,DWARF,0,2.052132,900
TIC 81314580,81314580,100,100,11.43,167.255,-48.6669,2,1,4653.0,0.711144,122.626,DWARF,0,1.989915,901
TIC 73649615,73649615,100,100,12.55,192.1028,-45.4704,2,2,3533.0,0.507628,86.1759,DWARF,0,1.921091,902
TIC 152479307,152479307,100,100,11.66,171.7133,-38.4155,2,3,3281.0,0.623724,68.6763,DWARF,0,1.921985,903
TIC 448471716,448471716,100,100,11.38,165.7172,-35.304,2,4,4549.0,0.804822,130.258,DWARF,0,2.0874,904
TIC 403905504,403905504,100,100,11.76,188.2982,-48.6931,3,1,4280.0,0.680733,113.155,DWARF,0,2.017954,905
TIC 382980571,382980571,100,100,10.16,183.7035,-63.0868,3,2,5742.0,0.953159,129.892,DWARF,0,1.990331,906
TIC 360156606,360156606,100,100,13.8,186.767,-72.4519,3,3,3055.0,0.44128,100.641,DWARF,0,2.049428,907
TIC 210064349,210064349,100,100,9.91,211.511,-58.546,3,4,5064.0,1.11617,111.004,DWARF,0,2.077461,908
TIC 363217199,363217199,100,100,11.12,248.444,-67.8548,4,1,5642.27,0.967229,216.957,DWARF,0,2.195059,909
TIC 446781382,446781382,100,100,11.59,218.1075,-71.413,4,2,5099.0,0.706417,158.189,DWARF,0,2.016122,910
TIC 1922092434,1922092434,100,100,10.88,293.2801,-77.9072,4,3,4737.0,0.791146,105.311,DWARF,0,1.972513,911
TIC 306982139,306982139,100,100,10.85,266.6861,-63.626,4,4,5605.0,0.894489,173.511,DWARF,0,2.07315,912
TIC 71304330,71304330,100,100,10.03,154.6191,-31.8343,1,1,4038.0,0.999071,65.5204,DWARF,0,2.005193,913
TIC 437266963,437266963,100,100,13.9,173.8741,-19.7855,1,2,3218.0,0.36931,90.8667,DWARF,0,1.914782,914
TIC 335378184,335378184,100,100,11.29,169.8672,-14.4165,1,3,5122.0,0.811194,162.966,DWARF,0,2.076249,915
TIC 1474552,1474552,100,100,11.35,147.0674,-14.7964,1,4,5517.0,0.791251,186.429,DWARF,0,2.066629,916
TIC 120720305,120720305,100,100,11.02,164.1835,-53.5114,2,1,5480.0,0.781967,152.314,DWARF,0,1.990377,917
TIC 134976537,134976537,100,100,13.59,184.4962,-37.5789,2,2,2964.0,0.40049,76.3681,DWARF,0,1.923183,918
TIC 57404590,57404590,100,100,9.57,172.0227,-33.4115,2,3,5995.0,1.01077,122.729,DWARF,0,1.923305,919
TIC 106399675,106399675,100,100,13.36,159.344,-40.3209,2,4,3174.0,0.51219,108.476,DWARF,0,2.090862,920
TIC 253521513,253521513,100,100,9.1,197.5045,-55.4575,3,1,6224.0,1.25639,128.036,DWARF,0,2.018249,921
TIC 465935387,465935387,100,100,10.93,164.6691,-60.2765,3,2,5139.0,0.798851,136.521,DWARF,0,1.990932,922
TIC 329649607,329649607,100,100,12.3,192.1322,-68.4817,3,3,3319.0,0.62409,94.6237,DWARF,0,2.050494,923
TIC 241786884,241786884,100,100,13.46,209.1944,-52.7603,3,4,3197.0,0.492893,109.406,DWARF,0,2.077505,924
TIC 257601932,257601932,100,100,12.13,220.4289,-66.656,4,1,5182.0,0.767772,223.597,DWARF,0,2.196465,925
TIC 324759868,324759868,100,100,10.29,245.9904,-75.9218,4,2,5951.0,0.954544,159.113,DWARF,0,2.017592,926
TIC 295125194,295125194,100,100,11.89,269.6802,-71.1968,4,3,4322.0,0.629737,113.983,DWARF,0,1.976318,927
TIC 447290869,447290869,100,100,11.13,251.078,-62.628,4,4,5215.0,0.840966,160.065,DWARF,0,2.075557,928
TIC 309028466,309028466,100,100,13.25,151.2017,-26.3406,1,1,3231.0,0.476826,93.4234,DWARF,0,2.00672,929
TIC 461163196,461163196,100,100,10.27,171.6181,-27.5729,1,2,5323.0,0.863768,115.201,DWARF,0,1.926794,930
TIC 55171219,55171219,100,100,10.46,162.9994,-9.0794,1,3,5075.0,0.982752,133.015,DWARF,0,2.076888,931
TIC 296842725,296842725,100,100,11.91,158.1343,-17.296,1,4,3950.0,0.703675,103.607,DWARF,0,2.076744,932
TIC 178709444,178709444,100,100,13.66,166.074,-47.8216,2,1,3296.0,0.426785,98.4458,DWARF,0,1.992418,933
TIC 403760892,403760892,100,100,10.62,179.9637,-45.1029,2,2,4941.0,0.793899,107.45,DWARF,0,1.923531,934
TIC 454105324,454105324,100,100,13.71,176.885,-37.548,2,3,3364.0,0.389875,94.4576,DWARF,0,1.923851,935
TIC 158451551,158451551,100,100,11.14,163.7521,-41.0178,2,4,5604.0,0.855425,188.414,DWARF,0,2.092364,936
TIC 438733975,438733975,100,100,12.42,201.4917,-51.1959,3,1,3344.0,0.585204,,DWARF,0,2.018615,937
TIC 268906698,268906698,100,100,13.93,177.2849,-58.0916,3,2,3185.0,0.402472,103.165,DWARF,0,1.995471,938
TIC 448370125,448370125,100,100,11.8,209.9858,-68.4548,3,3,3426.0,0.703418,94.6516,DWARF,0,2.054427,939
TIC 209291266,209291266,100,100,12.0,210.1694,-55.2939,3,4,3412.0,0.690537,97.0469,DWARF,0,2.078374,940
TIC 402459321,402459321,100,100,12.29,247.6966,-60.3469,4,1,4743.0,0.741066,197.332,DWARF,0,2.197714,941
TIC 263083921,263083921,100,100,11.33,230.1967,-71.2699,4,2,4299.0,0.751406,104.647,DWARF,0,2.017749,942
TIC 292703488,292703488,100,100,10.7,274.914,-72.0475,4,3,5550.0,0.839166,147.531,DWARF,0,1.987696,943
TIC 403004483,403004483,100,100,9.3,249.9687,-60.9217,4,4,6499.0,1.28548,154.65,DWARF,0,2.078131,944
TIC 48939715,48939715,100,100,10.52,163.3837,-31.3632,1,1,5536.0,0.896347,147.027,DWARF,0,2.008952,945
TIC 97852089,97852089,100,100,9.6,171.3339,-25.0582,1,2,5598.0,1.01304,111.51,DWARF,0,1.931253,946
TIC 211444811,211444811,100,100,12.15,165.749,-10.2796,1,3,4877.0,0.717456,193.175,DWARF,0,2.141591,947
TIC 1474551,1474551,100,100,11.58,147.0692,-14.7958,1,4,5330.0,0.761505,187.737,DWARF,0,2.079346,948
TIC 120591487,120591487,100,100,12.75,163.6843,-50.8841,2,1,3804.0,0.529271,109.004,DWARF,0,1.997356,949
TIC 73182755,73182755,100,100,13.69,190.0233,-46.5665,2,2,3006.0,0.391901,80.9049,DWARF,0,1.924353,950
TIC 397423548,397423548,100,100,9.18,178.0723,-27.6201,2,3,5477.3,1.11052,97.6336,DWARF,0,1.927053,951
TIC 147282856,147282856,100,100,10.39,162.751,-43.3288,2,4,6023.0,1.02338,175.593,DWARF,0,2.098074,952
TIC 161740136,161740136,100,100,10.66,190.2269,-50.5321,3,1,4247.0,0.880335,88.251,DWARF,0,2.021296,953
TIC 379542809,379542809,100,100,10.96,181.3426,-60.5614,3,2,5375.0,0.798909,145.689,DWARF,0,1.996995,954
TIC 329538372,329538372,100,100,12.06,191.8996,-70.5206,3,3,3428.0,0.663995,99.597,DWARF,0,2.05633,955
TIC 321804350,321804350,100,100,12.96,206.0355,-64.333,3,4,3285.0,0.554372,105.545,DWARF,0,2.079603,956
TIC 455936471,455936471,100,100,10.22,230.2757,-65.2264,4,1,5763.0,1.19767,179.865,DWARF,0,2.200674,957
TIC 406778904,406778904,100,100,12.69,224.6795,-79.1959,4,2,3735.0,0.553293,111.324,DWARF,0,2.02391,958
TIC 407575771,407575771,100,100,8.79,264.1049,-77.6013,4,3,6253.0,1.30557,116.412,DWARF,0,1.9896,959
TIC 447785589,447785589,100,100,11.26,255.7831,-64.0113,4,4,5719.58,0.820653,201.402,DWARF,0,2.080319,960
TIC 363382818,363382818,100,100,12.08,164.0613,-28.4019,1,1,4737.0,0.637805,156.915,DWARF,0,2.025376,961
TIC 335380201,335380201,100,100,11.05,170.0208,-16.9005,1,2,5198.0,0.74219,138.076,DWARF,0,1.95103,962
TIC 410092126,410092126,100,100,9.3,162.5351,-15.2436,1,3,5794.3,1.38662,139.507,DWARF,0,2.143915,963
TIC 308049855,308049855,100,100,11.25,155.4187,-16.6561,1,4,5166.0,0.8426,168.622,DWARF,0,2.101243,964
TIC 940092729,940092729,100,100,10.36,171.0767,-44.9075,2,1,5566.0,0.920733,140.906,DWARF,0,2.000267,965
TIC 61534916,61534916,100,100,9.39,176.1888,-45.8518,2,2,6093.0,1.06074,122.063,DWARF,0,1.929218,966
TIC 448695766,448695766,100,100,12.24,182.0496,-33.5516,2,3,3574.0,0.549512,84.6469,DWARF,0,1.927954,967
